"japanese","english","context","notes"
"あれ、委員長。/珍しいな、ため息なんかついちゃって。","","Portrait: !p0000!e00",""
"あれ、委員長。/珍しいわね、ため息なんかついちゃって。","","Portrait: !p0000!e00",""
"あれ、委員長じゃない。/ちょうどよかった。/これから私と……","","Portrait: !p0000!e00",""
"あれ、委員長じゃない。/今ヒマなの？","","Portrait: !p0000!e00",""
"あれ、恭介？/随分リアクションが鈍いなぁ。/なんとか言ってくれよ。","","Portrait: !p0000!e00",""
"あれ、恭介？/随分リアクションが鈍いなぁ。/なんとか言ってちょうだいよ。","","Portrait: !p0000!e00",""
"あれ、見た事ない？/初詣とかクリスマスパーティーとか、/結構おろしてるつもりなんだけどな。","","Portrait: !p0200!e00",""
"あれ、見た事ない？/初詣とかクリスマスパーティーとかで、/結構おろしてるつもりなんだけどな。","","Portrait: !p0200!e00",""
"あれ、隼人先生。/こんな所でどうしたんですか？","","Portrait: !p0000!e00",""
"あれ、響子先生。/一人でどうしたんですか？","","Portrait: !p0000!e00",""
"あれが……生徒会室ですか？","","Portrait: !p1500!e00",""
"あれをですか……。/「Ｗパワーバスター」は、パートナー同士の/パワーを均衡させねばなりません。","","Portrait: !p0900!e00",""
"あれ！？　さゆり先輩！/どうして、ここに？","","Portrait: !p0000!e00",""
"あれ？/!0に紹介してたっけ？/そうだよ。夕（ゆう）っていうんだけど。","","Portrait: !p0200!e00",""
"あれ？/あそこに座ってるのは恭介だな。/おーい、恭介！","","Portrait: !p0000!e00",""
"あれ？/あそこに座ってるのは恭介ね。/こんにちは、恭介！","","Portrait: !p0000!e00",""
"あれ？/こんなところに楽器がたくさん……。","","Portrait: !p0000!e00",""
"あれ？/ゆりかさんと静音さんじゃないですか。","","Portrait: !p0000!e00",""
"あれ？/ゆりかさんと静音ちゃんじゃないですか。","","Portrait: !p0000!e00",""
"あれ？/今、変な音がしたな……。","","Portrait: !p0000!e00",""
"あれ？/今、変な音がしたね……。","","Portrait: !p0000!e00",""
"あれ？/流さん、何してるんです？","","Portrait: !p0000!e00",""
"あれ？/流先輩、何してるんです？","","Portrait: !p0000!e00",""
"あれ？/私の言う事が信じられないかな？","","Portrait: !p0000!e00",""
"あれ？　英雄先生、/なんだか甘い香りがしますね。","","Portrait: !p0000!e00",""
"あんなにゆっくり食べてたら、/食べた気しないと思うんだけどな……。","","Portrait: !p1103!e00",""
"あんなのが作れるなんて、/ホントすごいよね。","","Portrait: !p0500!e00",""
"あんな雑魚にまで狙われるとは……。/我ながら、情けない話だ……。","","Portrait: !p1900!e00",""
"あんまり……、よくないかな。/もも、俺と行くってのはナシか？","","Portrait: !p0000!e00",""
"あんまり……、よくないかな。/ももちゃん、私と行くってのはナシ？","","Portrait: !p0000!e00",""
"あんまり、誰とも仲良くなれなかったのは、/残念だけど、/俺は後悔はしてない！","","Portrait: !p0000!e00",""
"あんまり、誰とも仲良くなれなかったのは、/残念だけど、/私は満足してるわ！","","Portrait: !p0000!e00",""
"あんまり悔しかったから、/売り物のケーキを/少しつまみ食いしちゃった!h","","Portrait: !p0201!e00",""
"あー、それってヒドい言い方。","","Portrait: !p0203!e00",""
"あー、オレはエンリョしとくわ……。","","Portrait: !p1000!e00",""
"あーあ、なんかどうでもよくなっちゃった。/焦ったって仕方ないもんね。/じゃまたね、!0！","","Portrait: !p0200!e00",""
"あーっ、今日は楽しかったーっ。/ね、!0もそうでしょ？","","Portrait: !p0201!e00",""
"あーもう、うるさいわねぇ！","","Portrait: !p2103!e00",""
"あーん、こういうときは、/ウソでも「もちろん」とかいうんですぅ！","","Portrait: !p2401!e00",""
"あーん、こういうときは、/ウソでも「任せとけ」とかいうんですぅ！","","Portrait: !p2401!e00",""
"あーんもう！/ここで待っとくように言っといたのにーっ！/どこ行っちゃったのよぉ！","","Portrait: !p0203!e00",""
"あームシャクシャするぜ！/どっかで思いっきり暴れたい気分だ！！","","Portrait: !p0103!e00",""
"あ！　!0せんぱい！/もぉっ、遅いですぅ！","","Portrait: !p2400!e00",""
"い、いいから。/キャンプファイアーが始まるから、/一緒に行こ！","","Portrait: !p0201!e00",""
"い、いいじゃない別に！/用は済んだんだから、あっち行きなさいよ！","","Portrait: !p2103!e00",""
"い、いきなり、/変なこと聞くのね……。","","Portrait: !p0000!e00",""
"い、いきなり、/変なこと聞くんだな……。","","Portrait: !p0000!e00",""
"い、いや……/きこえた……けど。","","Portrait: !p0102!e00",""
"い、いや……/もちろん雹さんが一番です、はい！","","Portrait: !p0000!e00",""
"い、いや……/もちろん雹クンが一番よ、うん！","","Portrait: !p0000!e00",""
"い、いや……、そうもいかないな。/ケガが治ったら、すぐ本格的な練習に/入るつもりだったから……。","","Portrait: !p0603!e00",""
"い、いや、そうではないが……、/俺にも都合というものがある……。","","Portrait: !p1902!e00",""
"い、いやぁ……、/オレはただ、/より頑張るためにだなァ……。","","Portrait: !p1000!e00",""
"い、いやぁ、/別にそういうわけじゃないですよ。","","Portrait: !p0000!e00",""
"い、いわれてみれば、そうですね。/で、本当は何をやってるんですか？","","Portrait: !p0000!e00",""
"い、今から？/だって学園祭だってまだ……。","","Portrait: !p0000!e00",""
"い、委員長？/（固まってしまった……。/　今のは禁句だったのか！？）","","Portrait: !p0000!e00",""
"い、委員長？/（固まってしまった……。/　今のは禁句だったの！？）","","Portrait: !p0000!e00",""
"いいえ……、成績がいまいち/パッとしなかっただけです……。","","Portrait: !p0000!e00",""
"いいえ……。/醍醐先輩が旅に出るのは、/正しいと思います……。","","Portrait: !p0000!e00",""
"いいえ、何でもないですよ。/先輩……、/今日はいい天気ですね。","","Portrait: !p1500!e00",""
"いいえ、先程プールに行ったら、/水泳部の方たちから/いただいたんですよ。","","Portrait: !p2500!e00",""
"いいお天気になってよかったわ。/正直、これだけが心配だったの。","","Portrait: !p1801!e00",""
"いいから、いいから。/なぁ、アキラ、/裁縫道具持ってる？","","Portrait: !p0000!e00",""
"いいから、いいから。/ねぇ、アキラ、/裁縫道具持ってる？","","Portrait: !p0000!e00",""
"いいから、その後ろに隠したものを/見せてくれよ！","","Portrait: !p0000!e00",""
"いいから、その後ろに隠したものを/見せてよ！","","Portrait: !p0000!e00",""
"いいから、聞いて。/たとえ話なんだから……。","","Portrait: !p0503!e00",""
"いいからいいから。/一人より二人だって、絶対。","","Portrait: !p0000!e00",""
"いいか！/それがたとえ遊びであっても、だぜ！","","Portrait: !p2000!e00",""
"いいけど。/……いや、待って。/内容によるわ。","","Portrait: !p0000!e00",""
"いいけど。/……いや、待て。/内容によるぞ。","","Portrait: !p0000!e00",""
"いいじゃない。/これから少しずつ、頑張っていけば。/まだ高校生活は終りじゃないわよ。","","Portrait: !p1800!e00",""
"いいじゃねぇか！/!0もああ言ってるんだし。","","Portrait: !p0101!e00",""
"いいぜ。でも……/五輪高校サッカー部のレギュラー並みの/動きができないと、使いこなせないぜ？","","Portrait: !p0600!e00",""
"いいぜ！/でも、全部は大変だな。","","Portrait: !p0000!e00",""
"いいだろう。/本番に影響ない程度なら、/練習にもなるからね。","","Portrait: !p0300!e00",""
"いいって、いいって！/そんなの気にしないから。","","Portrait: !p0000!e00",""
"いいって、いいって！/そんなの気にしないからさ。","","Portrait: !p0000!e00",""
"いいって。/じゃ、また何かあったら言ってきてね！","","Portrait: !p0000!e00",""
"いいって。/じゃ、また何かあったら言ってこいよ！","","Portrait: !p0000!e00",""
"いいっていってるでしょ。/早く持っていかないと/クラスの人に怒られるよ。","","Portrait: !p0000!e00",""
"いいとも、おやすいご用だ。/そうだなとりあえず……お茶でも/ご一緒にいかがかな？　ミスター。","","Portrait: !p0701!e00",""
"いいとも。/何だ？","","Portrait: !p0000!e00",""
"いいねェ！/今日は特別に、/オレのバリバリのステップ、見せてやるぜ！","","Portrait: !p1001!e00",""
"いいね！　一緒に行こうよ！/全部のお店を回りたい気分！","","Portrait: !p0000!e00",""
"いいね！　一緒に行こう！/全部の店を回りたい気分だな！","","Portrait: !p0000!e00",""
"いいの、何もいわないで。/私に遠慮しなくていいから……。/ロベルトのこと、よろしくね！","","Portrait: !p0000!e00",""
"いいの。気にしないで。/例えばの話なんだから。","","Portrait: !p0503!e00",""
"いいのぉ？/それ、売りものなんじゃないの？","","Portrait: !p0000!e00",""
"いいのかぁ？/それ、売りものなんじゃないのか？","","Portrait: !p0000!e00",""
"いいのよ、これぐらい。/みんな、一所懸命に準備をしてくれたもの。/当日ぐらい羽を伸ばさなきゃね。","","Portrait: !p1801!e00",""
"いいの！/いわないで。","","Portrait: !p0502!e00",""
"いいよ。/俺が案内してやるよ。","","Portrait: !p0000!e00",""
"いいよ。/持っていくだけで判るんだろ？/なら、任しといて。","","Portrait: !p0000!e00",""
"いいよー。/何？","","Portrait: !p0000!e00",""
"いいよ！/でも、全部は大変だね。","","Portrait: !p0000!e00",""
"いいよ！/射的で勝負でもしてみる？","","Portrait: !p0000!e00",""
"いいわよ。/持っていくだけで判るんでしょ？/なら、任しといて。","","Portrait: !p0000!e00",""
"いいわよ。/私が案内してあげる。","","Portrait: !p0000!e00",""
"いいわよねぇ、学園祭って！/血が騒ぐわね！","","Portrait: !p2101!e00",""
"いいんだ、何もいわなくて。/俺に遠慮しなくていいから……。/ロベルトのこと、よろしくな！","","Portrait: !p0000!e00",""
"いいんです……。/こうして今、答えてくれたもの！","","Portrait: !p0000!e00",""
"いいんです……。/こうして今、答えてくれたんですから！","","Portrait: !p0000!e00",""
"いいんですぅ。いいんですぅ。/約束なんて、ホントは……。","","Portrait: !p2402!e00",""
"いいんですか？/じゃ、ぜひ。","","Portrait: !p0000!e00",""
"いいんですか？/じゃ、遠慮なく。/パクッ！","","Portrait: !p0000!e00",""
"いいんですよ。/気になさらないでください。","","Portrait: !p2500!e00",""
"いいんですよ。/流さんはそのままで！","","Portrait: !p0000!e00",""
"いいんですよ。/流先輩はそのままで！","","Portrait: !p0000!e00",""
"いいんですよ。/覚悟はできています。/さぁ、話してくださいよ。","","Portrait: !p0000!e00",""
"いいんですよ。/覚悟はできていますって！/さぁ、話してくださいよ。","","Portrait: !p0000!e00",""
"いいカメラだと取材してても/気分がいいわ。","","Portrait: !p2100!e00",""
"いい加減にしないと、/痛い目みるよ！","","Portrait: !p2303!e00",""
"いい天気ですね！/醍醐先輩！","","Portrait: !p0000!e00",""
"いい天気ねぇ……。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ……。","","Portrait: !p2100!e00",""
"いい天気ねぇ・・。/なんか、スクープばっかり追いかけてる/自分がバカらしく思えるわねぇ・・。","","Portrait: !p0100!e00",""
"いい心がけだ！/だがオマエにできるかァ！？","","Portrait: !p2000!e00",""
"いい気晴らしの方法を教えてあげるから。/それで、また明日から頑張りましょう！","","Portrait: !p1401!e00",""
"いい？/照れたりしちゃダメだからね！","","Portrait: !p0201!e00",""
"いえ……、/獲物の候補が多くて、/喜んでいたんですよ。","","Portrait: !p1500!e00",""
"いえ……、失礼しました。/姉とは、しばらく一緒にいなかった時期が/あるので、恥ずかしいんですよ。","","Portrait: !p1500!e00",""
"いえ……、成績がいまいち/パッとしなかっただけです……。","","Portrait: !p0000!e00",""
"いえ……、校舎裏にいた猫が/いなくなってしまったので、/探しているんです。","","Portrait: !p2503!e00",""
"いえ……。/先程、募金に協力させて/いただいたのですが……","","Portrait: !p2500!e00",""
"いえ、そういう意味ではないのです。","","Portrait: !p2503!e00",""
"いえ、そんな……。/これくらいは自分でしませんと。","","Portrait: !p2500!e00",""
"いえ、なんとなく……","","Portrait: !p0000!e00",""
"いえ、何でも……。/何でもありません。","","Portrait: !p2503!e00",""
"いえいえ、それほどでも……。/やぁ、!0君。/さきほどはアドバイスありがとう。","","Portrait: !p1300!e00",""
"いきなり、お客さんの行く手を/ふさぐんですよぉ！","","Portrait: !p2401!e00",""
"いきなりな質問だな。/まぁ、正直言えば考えた時期もあったさ。","","Portrait: !p0300!e00",""
"いきなり何をいいだすの、ロイ？","","Portrait: !p0000!e00",""
"いきなり何をいいだすんだよ、/ロイ？","","Portrait: !p0000!e00",""
"いきなり決勝ね！/!0と!1の対戦よ！","","Portrait: !p1800!e00",""
"いくわよぉ〜〜っ！/笑ってぇ〜〜っ！","","Portrait: !p2101!e00",""
"いけませんよ、!0さん。/私事であなたに/迷惑をかける事はできません。","","Portrait: !p2600!e00",""
"いずれ貴様の力、/改めて見せてもらうとしよう。/私を止める力があるのかをな！！","","Portrait: !p1603!e00",""
"いっけね！！/そういや買い出しを頼まれてたんだった！/じゃ、また一緒に動こうぜ！！","","Portrait: !p0100!e00",""
"いつかその勇気が、/クラスのみんなの役に立てば……なんて、/チョット甘い事を考えてたりしてるの。","","Portrait: !p1801!e00",""
"いつまでガマンできるのかしら。/くすくす……。","","Portrait: !p1101!e00",""
"いつもと違うティファニーを/印象づけるために、/浴衣で勝負してみようよ！","","Portrait: !p0000!e00",""
"いつもと違うティファニーを/印象づけるために、/浴衣で勝負してみよう！","","Portrait: !p0000!e00",""
"いつ終わるともしれない旅だ。/それを、/お前に話しておこうと思ってな……。","","Portrait: !p1900!e00",""
"いま鍛えた身体が、/将来大きな財産になるんだ！/トレーニングは手を抜くんじゃねぇぜ！！","","Portrait: !p2000!e00",""
"いま鍛えた身体が、/将来大きな貯金になるんだ！/トレーニングは手を抜くんじゃねぇぜ！！","","Portrait: !p2000!e00",""
"いや……、/それはできない。","","Portrait: !p1900!e00",""
"いや……、成績がいまいち/パッとしなかったからさ……。","","Portrait: !p0000!e00",""
"いや……、成績がいまいち/パッとしなかっただけだよ……。","","Portrait: !p0000!e00",""
"いや……。/今日は楽しかったなと思ってよ。/一生懸命ってのも、案外悪くねェな。","","Portrait: !p1001!e00",""
"いや……。/俺は、馬鹿な選択だなんて思わないよ。","","Portrait: !p0000!e00",""
"いや……そんな今すぐって/ワケじゃないさ。/……多分……な。","","Portrait: !p0700!e00",""
"いや、/他の部が何をやるのか/調べてたんだ。","","Portrait: !p0600!e00",""
"いや、いいよ。/そんな……","","Portrait: !p0603!e00",""
"いや、してねェよ。/ヒャハハハ！","","Portrait: !p1001!e00",""
"いや、そうじゃないんだ。/片付け忘れてた/サッカーボールを見つけたんだ。","","Portrait: !p0600!e00",""
"いや、それはダメだ。/これは俺自身の問題だ。/お前には関係ない。","","Portrait: !p1900!e00",""
"いや、そんなことないよ！/そうだよな……、/俺には、!0がいるよな。","","Portrait: !p0602!e00",""
"いや、たいしたことじゃない。/この腕時計を教室に届けて欲しいんだ。","","Portrait: !p0700!e00",""
"いや、ちょっとな……。/この前の練習試合でホームラン打った時の/感じがつかめそうな気がしたんでな……。","","Portrait: !p0400!e00",""
"いや、ちょっと図書室で資料整理をね。/ちょっと時間がとれたから、/今のウチにと思ってね。","","Portrait: !p1300!e00",""
"いや、ちょっと話したいことがあってな。/どうだ、これからキャンプファイアーに/付き合ってくれないか？","","Portrait: !p0600!e00",""
"いや、なんていうんですか、ホラ、/先生若々しいから、こういう年寄りくさい/趣味は似合わないというか……。","","Portrait: !p0000!e00",""
"いや、なんでもない……。/いいんだ、気にしないでくれ。/じゃ、じゃあな。","","Portrait: !p0603!e00",""
"いや、なんでもない。/ま、将馬もあんまり気に/しない方がいいんじゃないか？","","Portrait: !p0000!e00",""
"いや、なんでもないさ。/ただ虫の居所が悪いだけだ。/じゃあな……。","","Portrait: !p2303!e00",""
"いや、なんでもない！/なんでもないよ！/ふーんふふーん……。","","Portrait: !p0000!e00",""
"いや、なんでもねぇ。/キャンプファイアーが始まるぞ！/さぁ、ついてこい！！","","Portrait: !p2002!e00",""
"いや、もうすっかり委員長の/トレードマークだな、と思って。/隼人先生とお揃いだけどね。","","Portrait: !p0000!e00",""
"いや、キミの言う通りだよ。/風邪をひくところだったかもな。/ありがとう、!0。","","Portrait: !p0300!e00",""
"いや、今日は遠慮しとくよ……。","","Portrait: !p0000!e00",""
"いや、何……、/ちょっと、アイツらを見てたのさ。","","Portrait: !p0600!e00",""
"いや、俺はいい……。","","Portrait: !p1902!e00",""
"いや、俺は写真を撮りに来ただけだよ。","","Portrait: !p0000!e00",""
"いや、別に……。/これから、どこか見に行こうと/思っていたところですよ。","","Portrait: !p1500!e00",""
"いや、気にしないでくれ……。/ひさびさにナットウ・スメルを嗅いで/気が立ってるんだ……じゃあな。","","Portrait: !p0702!e00",""
"いや、沖田先生、/オイラ、バレーがやりたいわけじゃ……。","","Portrait: !p0402!e00",""
"いや、目つきの悪い奴等が/ウロウロしているようなのでな。/見回りをしている。","","Portrait: !p1900!e00",""
"いや、知らないけど？","","Portrait: !p0000!e00",""
"いや、見てないけど……/何かあったのか？/そんなに慌てて。","","Portrait: !p0000!e00",""
"いや、運がよかっただけだよ。/それにみんなのバックアップも/あったからね。","","Portrait: !p2701!e00",""
"いや。/俺は、いらないよ。","","Portrait: !p0000!e00",""
"いやぁ……、成績がいまいち/パッとしなかったからな……。","","Portrait: !p0000!e00",""
"いやぁ……、成績がいまいち/パッとしなかったので……。","","Portrait: !p0000!e00",""
"いやぁ、そんなことないですよ……。/では、また……。/お、!0じゃないか。","","Portrait: !p0701!e00",""
"いやぁ、まさか！/そういうわけではないですよ！！/ハハッ、ははは。","","Portrait: !p1302!e00",""
"いやぁ、ダメだダメだ……。/あんな造形じゃあ、全然ダメだ……。","","Portrait: !p1000!e00",""
"いやぁ、俺ができる楽器は/小学校で習ったこれだけですよ。","","Portrait: !p0000!e00",""
"いやぁ、兄貴はスゴイぜ！/オイラもやりてぇなあ、/完全試合！","","Portrait: !p0400!e00",""
"いやぁ、私の力など、/たいしたことありません。/すべて君の努力のたまものですよ。","","Portrait: !p1301!e00",""
"いやぁ、食った！　食った！/腹がいっぱいじゃぞい。","","Portrait: !p1201!e00",""
"いやぁ！/ご立派ってほどでも……あるかなァ/なんて！","","Portrait: !p1001!e00",""
"いやいや、/誉めてあげてるのよ。","","Portrait: !p0000!e00",""
"いやいや、/誉めてるんだよ。","","Portrait: !p0000!e00",""
"いやいや、こればかりは/いくら島津先生にも/教えられませんな！","","Portrait: !p3003!e00",""
"いやいや、そんな大したモノじゃない。/書道をやってる時の、余技として、ね。","","Portrait: !p1300!e00",""
"いやいや、ちょうど一段落したところです。/どうです、一緒に見て回りませんか？","","Portrait: !p1300!e00",""
"いやいや、ランのようなオテンバを/彼女に持つ男は、尊敬に値するね。/あはははは……って、ん？","","Portrait: !p0000!e00",""
"いやいや、十分見させてもらいましたよ。/重要なのは、結果ではありませんよ。/努力したという事実が、大事なのです。","","Portrait: !p1301!e00",""
"いやいや！/チビだからって、そんなに/気にすることはないぞ！","","Portrait: !p2800!e00",""
"いやだ！/だって、俺の心の中には、/ゆりかさんがいるんだ！","","Portrait: !p0000!e00",""
"いやなぁ、オレたちのクラスは/フリーマーケットをやるんだがよ、/品物の数が多くて大変なワケよ。","","Portrait: !p1000!e00",""
"いやなに。/ボーマンが悩み相談を/やってるらしいんでね。","","Portrait: !p0700!e00",""
"いやよ！/だって、私の心の中には、/ゆりかさんがいるんだもの！","","Portrait: !p0000!e00",""
"いらないモノを出してくれたヤツ、/それを買ったヤツ、そしてオレたちと/みんなが得するって寸法さ。","","Portrait: !p1000!e00",""
"う……うん……/く、くろ…う……/な…なん…か……へんだ…ぞ……","","Portrait: !p0000!e00",""
"う……うん……/く、くろ…う……/な…なん…か……へんな…の……","","Portrait: !p0000!e00",""
"う……ん？/!0か？","","Portrait: !p0303!e00",""
"う、うるさいわねぇ！/もう、どうでもいいわよ！","","Portrait: !p2103!e00",""
"う、うるさいわね！","","Portrait: !p2103!e00",""
"う、うるさいわね！/用は済んだんだから、あっち行きなさいよ！","","Portrait: !p2103!e00",""
"う、うるさい！/とっとと、消えちまいな！","","Portrait: !p2302!e00",""
"う、うわぁ！！/な、何でもねェよ！","","Portrait: !p1003!e00",""
"う、うん……。/でも、気が向いたら来てね。/いつでも直すから。","","Portrait: !p1103!e00",""
"う、うん……。/大丈夫だよ……。","","Portrait: !p1103!e00",""
"う、ゴ……ゴメン…………。","","Portrait: !p0000!e00",""
"う〜ん……/思ったより成績が伸びなくて……な。/もうちょっとイケると思ったのに……。","","Portrait: !p0000!e00",""
"う〜ん……/思ったより成績が伸びなくて……ね。/もうちょっとイケると思ったのに……。","","Portrait: !p0000!e00",""
"う〜ん……こんな言い方が/あってるのか判らないですけど、/もうちょっと覇気があってもいいような……","","Portrait: !p0000!e00",""
"う〜ん、なんだかさっぱり/わかんないわ……。","","Portrait: !p0000!e00",""
"う〜ん、なんだか全然/ワケわかんねぇな……。","","Portrait: !p0000!e00",""
"う〜ん、やっぱりジャパニーズの/考えることは、ボクにはわからない！","","Portrait: !p0703!e00",""
"う〜ん、ハッキリと/教えてくれなかったんだよね。/当日のお楽しみだから、って。","","Portrait: !p0203!e00",""
"う〜ん、修一さんと比べるとなぁ。/でもまぁ血は繋がってるわけだし、/今からでも、かっこよく……なるのかなぁ？","","Portrait: !p0000!e00",""
"う〜ん、修一先輩と比べるとねぇ。/でもまぁ血は繋がってるし、/今からでも、かっこよく……なるのかな？","","Portrait: !p0000!e00",""
"う〜ん、悪いけど、/それは絶対ムリだな！","","Portrait: !p0000!e00",""
"う〜ん、悪いけど、/それは絶対ムリね！","","Portrait: !p0000!e00",""
"う〜ん、毎日楽しいし、/特に悩みなんてないなぁ。","","Portrait: !p0000!e00",""
"う〜ん、毎日楽しいし、/特に悩みなんてないわよ。","","Portrait: !p0000!e00",""
"う〜ん、特にないなぁ。/これで十分だと思いますよ。","","Portrait: !p0000!e00",""
"うう……ダンスは苦手だけど、/この技を覚える為には仕方ないか……。/よぉし、いくぜ！","","Portrait: !p0000!e00",""
"うう……ダンスは苦手だけど、/この技を覚える為には仕方ないか……。/よし、いくわよ！","","Portrait: !p0000!e00",""
"ううっ……。","","Portrait: !p1903!e00",""
"ううん……、成績がいまいち/パッとしなかっただけ……。","","Portrait: !p0000!e00",""
"ううん……、成績がいまいち/パッとしなかっただけだよ……。","","Portrait: !p0000!e00",""
"ううん……。/ちょっとイヤな/２人づれを見ただけ……。","","Portrait: !p0503!e00",""
"ううん……。/私、馬鹿な選択だなんて思わない。","","Portrait: !p0000!e00",""
"ううん……いいわ。/ちゃんと確認を取らなかった/私の責任ですもの。","","Portrait: !p1803!e00",""
"ううん、/そうしたいの！","","Portrait: !p0502!e00",""
"ううん、/ちょっとね……。/聞いてみたかっただけ。","","Portrait: !p1100!e00",""
"ううん、あなたには無理ね。/ここは大人しく、/私たち美術部に任せてちょうだい。","","Portrait: !p3100!e00",""
"ううん、ごめん。なんでもない……。/変な話してごめん。それじゃ！","","Portrait: !p0502!e00",""
"ううん、なんでもない。/ま、将馬もあんまり気に/しない方がいいんじゃない？","","Portrait: !p0000!e00",""
"ううん、なんでもない！/じゃね、先生！！","","Portrait: !p0000!e00",""
"ううん、なんでもない！/なんでもないよ！/ふーんふふーん……。","","Portrait: !p0000!e00",""
"ううん、今日は遠慮しとくわ……。","","Portrait: !p0000!e00",""
"ううん、何でもないですぅ……。/呼んでみたかっただけですぅ……。","","Portrait: !p2401!e00",""
"ううん、何でもないよ。/でも、私、ちょっと安心した。","","Portrait: !p1101!e00",""
"ううん、委員長は強いよ。/私たちにない強さを持ってるから、/みんなに信頼されてるんだよ。","","Portrait: !p0201!e00",""
"ううん、知らないけど？","","Portrait: !p0000!e00",""
"ううん、私は写真を撮りに来ただけだよ。","","Portrait: !p0000!e00",""
"ううん、見てないけど……/何かあったの？/そんなに慌てて。","","Portrait: !p0000!e00",""
"ううん。/私は、いらないよ。","","Portrait: !p0000!e00",""
"うおっと！","","Portrait: !p0000!e00",""
"うそうそ！　ウソだってば！/ちょっと嬉しかったから……。","","Portrait: !p0000!e00",""
"うぬ、気が楽になったわい。/それじゃあのう！/!0さん！","","Portrait: !p1201!e00",""
"うぬ、気が楽になったわい。/それじゃあのう！/!0！","","Portrait: !p1201!e00",""
"うまくいえないけど、がんばって！","","Portrait: !p0000!e00",""
"うまくいえないけど、がんばれ！","","Portrait: !p0000!e00",""
"うむ。重要なのは、/パートナーとの阿吽の呼吸、/連続で技を繰り出す身体能力と集中力です。","","Portrait: !p1300!e00",""
"うむ！　よいでしょう！/しかしあの技は、島津流空手の奥義、/中途半端な覚悟では覚えられませんよ！","","Portrait: !p1300!e00",""
"うるさく学園祭に来たいっていうから、/せっかく呼んであげたのに、/どこ行っちゃったのよ！","","Portrait: !p0203!e00",""
"うるせぇよ！/てめえもその程度かよ！","","Portrait: !p1003!e00",""
"うれしいでしょ？/あなたは、自ら/それを欲していたんですから。","","Portrait: !p1503!e00",""
"うれしそうだなぁ、将馬。","","Portrait: !p0000!e00",""
"うれしそうね、将馬。","","Portrait: !p0000!e00",""
"うわ、こんなにたくさん/たこ焼ばっかり。/一体どうしたのよ？","","Portrait: !p0000!e00",""
"うわ、こんなにたくさん/たこ焼ばっかり。/一体どうしたんだよ？","","Portrait: !p0000!e00",""
"うわ、暗い……。/どうかしたの、夏？","","Portrait: !p0000!e00",""
"うわ、暗い……。/どうかしたのか、夏？","","Portrait: !p0000!e00",""
"うわぁ……、/なんか力がみなぎってくる感じが……。","","Portrait: !p0000!e03",""
"うわぁ……！/キツネのデザインなんだね。/しっぽのところが、エッジの髪みたい！","","Portrait: !p0000!e00",""
"うわぁぁっ！！/見ちゃダメェェ〜〜ッ！","","Portrait: !p2102!e00",""
"うわぁっ！","","Portrait: !p0000!e01",""
"うわぁっ！　ゆ、ゆりかさん！/じ、実は……、これ……。","","Portrait: !p0000!e00",""
"うわぁっ！！/あ、ああ……。/がんばって……。","","Portrait: !p0000!e01",""
"うわぁっ！！/ア、アンタ……、/いつから、そこにいたのよ？","","Portrait: !p2102!e01",""
"うわぁっ！！　落っことした！/ヤ、ヤバイ……、部品が折れたぞ……。/どうしよう……。","","Portrait: !p0000!e00",""
"うわっと！","","Portrait: !p0000!e00",""
"うわっ！/誰かと思えば、ザキじゃないか！","","Portrait: !p0000!e00",""
"うわっ！　ザキって、/結構派手なハンカチ使うんだね……。","","Portrait: !p0000!e00",""
"うわっ！！/!0！！","","Portrait: !p2303!e01",""
"うわー高そうな時計。/どうしたの？","","Portrait: !p0000!e00",""
"うわ！ なんだよ、夏。/クッキーやらケーキやらを/そんなに買って……。","","Portrait: !p0000!e00",""
"うわ！ 何よ、夏。/クッキーやらケーキやらを/そんなに買って……。","","Portrait: !p0000!e00",""
"うん…………うん！！","","Portrait: !p1802!e00",""
"うん……、いいよ……。","","Portrait: !p0000!e00",""
"うん……、いいよ……。/じゃあ、私も/私自身にご褒美ってことにする！","","Portrait: !p0000!e00",""
"うん……。","","Portrait: !p0000!e00",""
"うん……。/こんなのしかないけど。","","Portrait: !p1100!e00",""
"うん……。/そうだね……。","","Portrait: !p1100!e00",""
"うん……。/そうだね。","","Portrait: !p1100!e00",""
"うん……。/ちょっと話したいことがあって……。","","Portrait: !p0502!e00",""
"うん……。/アタシもそう思ってたところ。","","Portrait: !p0502!e00",""
"うん……。/自分の生き方を考え直したかったの。","","Portrait: !p1100!e00",""
"うん……アリガト、将馬。","","Portrait: !p0000!e00",""
"うん、いいよ……。","","Portrait: !p0000!e00",""
"うん、いいよ。","","Portrait: !p0000!e00",""
"うん、いいよ。/それじゃあ、行こっか！","","Portrait: !p0000!e00",""
"うん、いいよ。/バザーに出てる洋服を/買い占めにでも行こっか？","","Portrait: !p0000!e00",""
"うん、いいよ！","","Portrait: !p0000!e00",""
"うん、いいよ！/でも将馬と約束してるなら、/ちゃんと将馬と行かないとダメよ。","","Portrait: !p0000!e00",""
"うん、そうだね！/私もまだまだ頑張らなくっちゃ！！","","Portrait: !p0201!e00",""
"うん、そうだよ。","","Portrait: !p0000!e00",""
"うん、そうだよ。/笑いに来たんだよ。","","Portrait: !p0000!e00",""
"うん、そうね。","","Portrait: !p0000!e00",""
