"Japanese","English","offset"
"!p3300!e00どうやら、落ち着いたみたいね。/さあ、そろそろ準備を始めましょ！","","0x1248B"
"!p3300!e00じゃあね、!0さん！","","0x124D5"
"!p0500!e00ありがとう、!0！","","0x124F2"
"!p0000!e00（フゥ……。/　少しは、夏の役に立ったみたいね）","","0x1250D"
"!p0503!e00ハァ……。","","0x1254D"
"!p0000!e00どうしたの、夏？/ため息なんかついちゃって。","","0x12562"
"!p0503!e00べ、別に……。","","0x12598"
"!p0000!e00何よ、水臭いなぁ。/私でよければ、相談にのるけど？","","0x125B1"
"!p0503!e00じゃあ、少し聞いてもいい？/あの子のこと……どう思う？","","0x125ED"
"!p0000!e00あの子って、ももちゃんのこと？","","0x1262D"
"!p0503!e00そう！ テニス部のあの子！","","0x12656"
"!p0503!e00男の子って、/何だかんだいっても、/やっぱり、ああいう子が好きなのかな？","","0x1267A"
"!p0000!e00そうだなぁ……","","0x126CB"
"!pffff!e00好きとは限らない/嫌い/好き","","0x126E5"
"!p0000!e00みんながみんな、/好きってわけじゃないと思うけどなぁ。","","0x1270B"
"!p0000!e00私は、あんな風に/ベッタリするのは、どうかと思うしね。","","0x1274B"
"!p0000!e00どっちかっていうと、/同じ立場で話ができる、夏みたいな/女の子の方が、好かれるんじゃないかなぁ。","","0x1278B"
"!p0502!e00そ、そうかな……。","","0x127F4"
"!p0502!e00アタシって男の子からは/苦手にされてるみたいだけど……。","","0x12811"
"!p0000!e00あはは！/見る目がない男ばっかりなんだよ。","","0x12853"
"!p0000!e00こうして、悩んでる姿なんかを見ると、/力を貸してあげたくなっちゃうけどな。/私だったら！","","0x12887"
"!p0502!e00バ、バカ……。","","0x128E8"
"!p0000!e00みんな嫌いだと思うな、ああいう子は。","","0x12902"
"!p0500!e00どうして？","","0x12931"
"!p0000!e00ど、どうしてって……、/ちっちゃくて、かわいくて、/よくなついてくれて……","","0x12946"
"!p0000!e00……あれ？","","0x12999"
"!p0503!e00それって、/全部男の子が好きなこと/ばっかりじゃないの？","","0x129AE"
"!p0000!e00あ、あはは……。/そ、そうかもね……。","","0x129EF"
"!p0503!e00もういいわ。/じゃあね！","","0x12A1F"
"!p0000!e00（し、しまったなぁ……）","","0x12A41"
"!p0000!e00やっぱり、/男の子は好きなんじゃないかなぁ、/ああいう子。","","0x12A65"
"!p0000!e00誰だって後輩に慕われて、/悪い気はしないしね。","","0x12AA8"
"!p0000!e00夏だって、/慕ってくるバレー部の後輩は、/嫌いじゃないでしょ？","","0x12AE0"
"!p0500!e00そりゃあ、もちろん！","","0x12B27"
"!p0503!e00そう考えればそうよね……。/悪い気はしないよね……。","","0x12B46"
"!p0503!e00ハァ……。","","0x12B84"
"!p0000!e00なぁに、夏。/また１人で黄昏てんの？","","0x12B9F"
"!p0503!e00そういうアンタも、/またアタシに声かけてくるのね。","","0x12BCD"
"!p0000!e00あはは、まぁね。","","0x12C09"
"!p0503!e00ねぇ。例えばよ、/幼なじみの男の子と女の子が/いたとするの。","","0x12C24"
"!p0503!e00でも、男の子の前に新しい女の子が現れて、/幼なじみの女の子は、大事なものを/盗られちゃった気分になったの。","","0x12C69"
"!p0000!e00ちょっと、夏……。","","0x12CDC"
"!p0503!e00いいから、聞いて。/たとえ話なんだから……。","","0x12CF9"
"!p0503!e00でね、その落ち込んだ女の子の前には、/その子を気遣ってくれる/別の人があらわれたの。","","0x12D2F"
"!p0503!e00そこで、女の子は考えるの。/アタシを気遣ってくれるこの人は、/どういうつもりなのかなって……。","","0x12D8C"
"!p0000!e00夏……。","","0x12DF3"
"!p0503!e00たとえ話よ……。/ねぇ、!0は/どういうつもりなんだと思う？","","0x12E06"
"!p0000!e00そ、それは……","","0x12E49"
"!pffff!e00友達になりたいんじゃないかな/好きなんじゃないかな/同情してるだけじゃないかな","","0x12E63"
"!p0000!e00友達……。/友達に、なりたいんじゃないかな……。","","0x12EBB"
"!p0503!e00そっか、友達か……。","","0x12EF5"
"!p0503!e00でも、やっぱり女の子は/感謝したと思うんだ。","","0x12F14"
"!p0503!e00落ち込んでるときに、/手を差しのべてもらえるのって/ウレシイものね。","","0x12F4A"
"!p0500!e00ゴメンね。/例えばの話だから、忘れてね。/じゃあ。","","0x12F97"
"!p0000!e00（今の答えで、/　本当に、私はよかったのかな……）","","0x12FD2"
"!p0000!e00好き……、なんじゃないかな……。","","0x1300F"
"!p0502!e00好き……か。","","0x1303A"
"!p0502!e00どうして、そう思うの……？","","0x13051"
"!p0000!e00好きな子が落ち込んでるのをみたら、/なんとかしたいと思うじゃない？","","0x13076"
"!p0000!e00実際、その女の子が吹っ切らない限り、/意味はなかったとしても……。","","0x130C2"
"!p0000!e00できることは、/してあげたいじゃない……。","","0x1310E"
"!p0502!e00…………。","","0x13142"
"!p0000!e00夏？　泣いてるの？","","0x13157"
"!p0502!e00ううん、ごめん。なんでもない……。/変な話してごめん。それじゃ！","","0x13174"
"!p0000!e00（夏……）","","0x131BE"
"!p0000!e00同情……、/してるだけなんじゃないかな……。","","0x131D4"
"!p0503!e00同情か……。/シビアな答えね。","","0x1320A"
"!p0500!e00でも、そんなものかもね。","","0x13232"
"!p0500!e00女の子は、/もう少し夢のある答えを望んでたと/アタシは思うんだけどね。","","0x13255"
"!p0000!e00夏……、私……。","","0x132A4"
"!p0503!e00いいの。気にしないで。/例えばの話なんだから。","","0x132BF"
"!p0503!e00そうよ、例えばの話よ……。/じゃあね。","","0x132F7"
"!p0000!e00（ゴメンね、夏……）","","0x13327"
"!p0500!e00ねぇ、!0！/ちょっと、お願いがあるんだけど。","","0x1334C"
"!p0000!e00何？","","0x13382"
"!p0500!e00このバレーボールマシュマロを、/バレー部の部室にしまってきて/欲しいのよ。","","0x13391"
"!p0500!e00一生懸命作ってたら、/作り過ぎちゃった……。","","0x133E4"
"!p0000!e00なんだ、そんなことか。楽勝だよ。/なんなら、部室に着く前に/全部売り切っちゃおうか？","","0x1341A"
"!p0501!e00フフフ……。/それもいいわね！/じゃあ、お願いね！","","0x13477"
"!p0501!e00ありがとう、!0！/助かったわ！","","0x134B3"
"!p0000!e00よぉ！　アンタ、１人かい？/ヒマなら、/アタイと模擬店をハシゴしないかい？","","0x134E2"
"!p0501!e00あはは！/どこで覚えてきたのよ？/そんな言葉遣い。","","0x13535"
"!p0501!e00でも、ちょうど良かったわ！/アタシ、今休憩中で暇なんだ。/お誘いにのっちゃおうかな！","","0x13570"
"!p0501!e00じゃあ、そろそろアタシ/お店の手伝いに戻らないと……。/楽しかったわ。また誘って！","","0x135CE"
"!p0000!e00ねぇ、夏のツープラトン技を/私にも教えてよ。","","0x13630"
"!p0500!e00アレを覚えたいの？/難しく考える必要はないわ。/相手を励ましてあげればいいだけよ！","","0x13666"
"!p0500!e00アタシからアドバイスするとしたら、/より相手のこと思って/励ましてあげてねってことかな！","","0x136C1"
"!p0501!e00がんばって！","","0x13722"
"!p0503!e00ハァ……。","","0x1373A"
"!p0000!e00うわ、暗い……。/どうかしたの、夏？","","0x1374F"
"!p0503!e00ううん……。/ちょっとイヤな/２人づれを見ただけ……。","","0x1377D"
"!p0000!e00それって、１人はバット、/もう１人はラケットを持ってる/２人づれのこと？","","0x137BC"
"!p0503!e00そうかもね……。/じゃあね……。","","0x1380D"
"!p0500!e00!0！/大活躍だったみたいね。","","0x13839"
"!p0000!e00夏……。/私を待っててくれたの？","","0x1385F"
"!p0502!e00うん……。/ちょっと話したいことがあって……。","","0x13889"
"!p0000!e00どうせなら、/キャンプファイアーに行かない？","","0x138C1"
"!p0000!e00話なら、そこで聞くよ。/学園祭最後のイベントに/参加しない手はないしね！","","0x138F7"
"!p0502!e00うん……。/アタシもそう思ってたところ。","","0x13948"
"!p0000!e00そっか、じゃあ行こっ！","","0x1397A"
"!p0502!e00うん……。","","0x1399B"
"!p0500!e00キレイよね。/キャンプファイアーの炎って。","","0x139B1"
"!p0500!e00この炎を見てたら、/アタシの悩みなんて/一緒に燃えてなくなっちゃうな。","","0x139E5"
"!p0000!e00夏……。","","0x13A34"
"!p0502!e00ありがとね、!0。/いろいろ気を使ってくれて。","","0x13A47"
"!p0000!e00よしてよ、お礼なんて。","","0x13A7D"
"!p0502!e00アタシ、気が付いちゃったんだ。","","0x13A9E"
"!p0502!e00最初は、アタシが落ち込んでたから/!0の優しさが/ウレシイのかと思ってた。","","0x13AC7"
"!p0502!e00でも、ホントは、/アタシが!0を/好きだからウレシイんだって……。","","0x13B18"
"!p0000!e00夏、私は……。","","0x13B61"
"!p0502!e00いいの！/いわないで。","","0x13B7A"
"!p0502!e00!0の答えは/もう聞かせてもらったつもり。","","0x13B9A"
"!p0502!e00これからは、/アタシが!0の側にいて/優しくしてあげる番だと思うの。","","0x13BCC"
"!p0502!e00ううん、/そうしたいの！","","0x13C17"
"!p0000!e00そっか……。/じゃあ、私たちも/フォークダンスを踊ろうよ！","","0x13C39"
"!p0502!e00アタシと……？","","0x13C7C"
"!p0000!e00そう！/私の側にいて、優しくしてくれるんでしょ？/最初のわがまま、聞いて欲しいな！","","0x13C95"
"!p0000!e00さぁ、行こっ！","","0x13CF0"
"!p0500!e00フフフ……。/ねぇ、!0！","","0x13D09"
"!p0000!e00何？","","0x13D2B"
"!p0501!e00アタシ！","","0x13D3A"
"!p0501!e00!0と一緒に/キャンプファイアーに来れてよかった！","","0x13D4D"
"!p0501!e00明日から、/新しいアタシをはじめられそうよ！","","0x13D87"
"!p0500!e00!0！/おつかれさま！","","0x13DBE"
"!p0000!e00夏……。/私を待っててくれたの？","","0x13DDC"
"!p0500!e00まぁ、そんなとこかな。/元気ないね、どうかした？","","0x13E06"
"!p0000!e00ううん……、成績がいまいち/パッとしなかっただけ……。","","0x13E40"
"!p0500!e00そんなの/また、がんばればいいじゃない！","","0x13E80"
"!p0000!e00そりゃ、そうなんだけどね……。","","0x13EB2"
"!p0501!e00じゃあさ、/キャンプファイアーに行こうよ！","","0x13EDB"
"!p0501!e00思いっ切り遊べば、/気も晴れるんじゃない？","","0x13F0F"
"!p0501!e00アタシにだって、/アンタを励ますくらいできるんだから！/さぁ、行こっ！","","0x13F43"
"!p0600!e00相撲部は鍋か……。","","0x13F93"
"!p0000!e00どうしたの、ロベルト？/ひとりでブツブツいって……。","","0x13FB0"
"!p0600!e00いや、/他の部が何をやるのか/調べてたんだ。","","0x13FEE"
"!p0600!e00サッカーも商売も/戦略が大事だからな。","","0x14023"
"!p0600!e00やっぱり、/祭りってのはいいもんだな。/心が躍るよ。","","0x14054"
"!p0000!e00フフフ……。/「ラテンの血が騒ぐ！」ってやつだね。","","0x14091"
"!p0601!e00ああ！/何だか、じっとしてられなくなるのさ！/張り切って、売りまくるぜ！","","0x140CD"
"!p0000!e00ロベルトのサンバイザーを/フリーマーケットに出したら、/どれくらいの値段になるのかしら？","","0x1411F"
"!p0600!e00おいおい、冗談はやめてくれよ！/コイツだけは、誰に頼まれたって/ゆずれないぜ。","","0x14180"
"!p0600!e00今の俺があるのも、/コイツのおかげなんだからな。","","0x141D7"
"!p0600!e00!0も/欲しいものがあれば、取ってやるぞ。","","0x14212"
"!p0000!e00何の話？","","0x14244"
"!p0600!e00グラウンドで射的をやってるんだ。/今から行こうと思ってな。","","0x14257"
"!p0600!e00ガンマニアとしては、/見過ごせないイベントだからな。/腕が鳴るぜ……。","","0x1429B"
"!p0601!e00じゃあな、!0！/フッフッフッフッ……","","0x142EA"
"!p0000!e00（な、なんか……、/　いつものロベルトと違う……）","","0x14318"
"!p0000!e00最近、ロベルトって、/まりちゃんと一緒にいることが多くない？","","0x14355"
"!p0600!e00そうかな？/よく、俺の手のケガの経過を心配して、/リハビリに付き合ってくれてはいたけどな。","","0x1439B"
"!p0600!e00でも、特定の誰かを/特別扱いしたりはしない子だよ。/優秀なマネージャーだからね。","","0x143FE"
"!p0601!e00まりも、俺の大事な仲間なんだ。/お前も仲良くしてやってくれよ。","","0x14457"
"!p0000!e00ロベルト、/双子の弟たちは元気にしてる？","","0x144A0"
"!p0600!e00ネルソンとエアトンかい？/ああ、元気すぎて困るくらいさ。","","0x144D2"
"!p0600!e00たまに、サッカーを/一緒にやって遊んだりしてるんだ。","","0x14514"
"!p0600!e00今は２人して、/将来、サッカー選手になるか、/Ｆ１レーサーになるかを悩んでるよ。","","0x14552"
"!p0601!e00かわいいモンだよ。/歳の離れた兄弟ってのは。","","0x145AB"
"!p0000!e00ねぇ、ロベルト、/サッカー部は、/今年はどんなお店を出してるの？","","0x145E2"
"!p0601!e00よく聞いてくれたな！/今年のサッカー部の出店は……、/「燃えろ！　サッカーボールたこ焼」さ！","","0x1462B"
"!p0000!e00（何よ……？/　その「燃えろ！」ってのは……）","","0x14690"
"!p0600!e00!0、/今日はちょっと、/いい知らせがあるんだ。","","0x146D2"
"!p0600!e00去年ケガした俺の左手なんだが……、/やっと、完治したんだぜ！","","0x14709"
"!p0600!e00これで長かった/通院生活ともおさらばさ！","","0x1474F"
"!p0000!e00それじゃあ……","","0x14781"
"!pffff!e00私と遊べるね/お祝いパーティーをしよう/キーパーができるね","","0x1479B"
"!p0000!e00それじゃあ、/通院に使ってた時間は/私と遊ぶために使えるね！","","0x147DF"
"!p0603!e00い、いや……、そうもいかないな。/ケガが治ったら、すぐ本格的な練習に/入るつもりだったから……。","","0x14824"
"!p0000!e00なぁんだ、つまんないの……。","","0x1488D"
"!p0603!e00おいおい、そんな言い方ないだろ？/一緒に喜んでくれるかと思って/一番に知らせたのに……。","","0x148B4"
"!p0000!e00だって……。","","0x14915"
"!p0603!e00やれやれ、まいったな……。/とにかく、サッカー部の連中にも/報告してくるよ。","","0x1492C"
"!p0603!e00じゃあな……。","","0x14981"
"!p0000!e00（行っちゃった……。/　でも、ロベルトって、/　サッカーのことばっかりなんだもん……）","","0x1499A"
"!p0000!e00じゃあ、/全快お祝いパーティーを/しなくっちゃね！","","0x149FA"
"!p0603!e00いや、いいよ。/そんな……","","0x14A35"
"!p0000!e00なに、エンリョしてるのよ！/サッカー部のみんなと相談して/やったげる！","","0x14A59"
"!p0600!e00何だか、申し訳ないな。/ケガでみんなに迷惑かけた上に、/お祝いまでしてもらうなんて……。","","0x14AA8"
"!p0601!e00でも、正直うれしいよ。/ありがとう、!0。","","0x14B09"
"!p0000!e00気にしない、気にしない！/私も、ロベルトのケガが治って/うれしいもの！","","0x14B3B"
"!p0601!e00じゃあ、俺は/サッカー部のみんなにも報告してくるよ。/また後でな！","","0x14B8A"
"!p0000!e00（さて、私はお祝いパーティーの/　予定を立てなくちゃね……）","","0x14BD5"
"!p0000!e00それじゃあ、/また、キーパーができるね！","","0x14C1C"
"!p0601!e00その通り！/これで、またキーパーとして/活躍できるんだ。","","0x14C4E"
"!p0601!e00担当医の先生も、/お墨付きをくれたし、/心置きなく、本格的な練習を再開できるよ。","","0x14C8F"
"!p0602!e00そのことを/最初に、!0に/知らせたくてな……。","","0x14CE8"
"!p0000!e00ロ、ロベルト……。","","0x14D1F"
"!p0602!e00やっぱり、!0に/一番に話してよかったよ！","","0x14D3C"
"!p0602!e00じゃ、じゃあ、/サッカー部のみんなにも知らせてくる！/また後でな！","","0x14D6E"
"!p0000!e00（フフフ……、/　ホントにうれしそう。/　よかったね、ロベルト……）","","0x14DB9"
"!p0000!e00あ、ロベルトとまりちゃんがいる。/何を話してるのかしら……？","","0x14E0C"
"!p0601!e00なぁ……、/まり、いいだろ？","","0x14E52"
"!p2903!e00やっぱり……ダメよ……。/私、困るもの……。","","0x14E78"
"!p0000!e00（ナ、ナ、ナ、ナ……！/　ナニやってんのよ、ロベルト！？）","","0x14EAE"
"!p0000!e00（そ、そうなんだ……ロベルト……。/　でも、私……ロベルトのこと……/　こ、こうなったら……）","","0x14EF2"
"!pffff!e00まりにロベルトをたくす！/私が代わりになる！/天誅を加える！","","0x14F5A"
"!p2900!e00あっ、!0ちゃん！/私、ロベルト君に……","","0x14FA0"
"!p0000!e00いいの、何もいわないで。/私に遠慮しなくていいから……。/ロベルトのこと、よろしくね！","","0x14FD0"
"!p0000!e00彼のいうことを/何でも聞いてあげてね！","","0x1502F"
"!p0601!e00ほらな、!0も/俺のいうことを聞いてやれって/いってるだろ？","","0x1505F"
"!p2903!e00だって……、/お化け屋敷、怖いんだもの……。","","0x150A2"
"!p0000!e00へ？/お化け屋敷ぃ？","","0x150D8"
"!p0600!e00そうなんだ。/さっきから誘ってるのに、/まりのヤツ、付き合ってくれないんだ。","","0x150F6"
"!p0000!e00お、お化け屋敷ねぇ……。/ハァ…………。/一気に、一年分くらい疲れたわ……。","","0x1514B"
"!p0000!e00じゃあ、私が決めます。/お化け屋敷はナシ！/みんなで、模擬店を見て回ることにします。","","0x151A0"
"!p2901!e00そうね。/その方がいいよ。","","0x151FD"
"!p0600!e00何だよ、お前たち……。","","0x15221"
"!p0000!e00さぁ、行くよ！　ロベルト！/グズグズしてると、/ロベルトのオゴリってことにしちゃうよ！","","0x15242"
"!p0603!e00やれやれ……。/仕方ないな……。","","0x152A1"
"!p0000!e00ロ、ロベルト！/わ、私が代わりに何でもしてあげる！/そ、そ、それでいいでしょっ！","","0x152CC"
"!p2901!e00あ、!0ちゃん！/よかった、本当に代わってくれる？","","0x15325"
"!p2900!e00ロベルト君たら、/お化け屋敷に行くって、/聞かないんだもの。","","0x1535F"
"!p0000!e00へ？/お化け屋敷ぃ？","","0x153A4"
"!p0600!e00１人で行っても、つまらないからな。/付き合ってくれるヤツを探してたんだ。","","0x153C2"
"!p0601!e00はじめから、!0を/誘えばよかったよ。","","0x15414"
"!p0000!e00あは、あははは……、いいわよ……。/お化け屋敷だろうと忍者屋敷だろうと、/何でも付き合うわよぉ……。","","0x15442"
"!p0601!e00さすが、!0！/じゃあ、決まりだな！/後で誘いに行くから待ってろよ！","","0x154AF"
"!p0000!e00（あは…あはは……。/　なぁんだ……、私てっきり……。/　蹴り飛ばしたりしなくて良かった……）","","0x154FA"
"!p0000!e00（ロベルトがまりちゃんを選んだなら/　仕方ないけど、嫌がってるのを/　強引になんて許せないわ！）","","0x15562"
"!p0000!e00ロベルトぉぉっっ！/天誅をくらいなさいっっ！","","0x155CB"
"!pffff!e01バキィーーーッ！","","0x15601"
"!p0000!e00まりちゃんが嫌がってるじゃない！/どういうつもりなのよ、ロベルト！","","0x1561C"
"!p2903!e00!0ちゃん、違うの！/ロベルト君は、お化け屋敷に行こうって/私を誘ってただけなの！","","0x15668"
"!p0000!e00へぇ？/そうなの？/私、てっきり……","","0x156C1"
"!p0603!e00イテテ……。/!0、/今の飛び蹴りは高くつくぜ！","","0x156EE"
"!p0000!e00あ、あはは……。/もしかして、私の勘違いってやつ？/ロベルト、ゴメンねぇ〜〜っ!h","","0x15725"
"!p0601!e00今更、カワイイ声出したって無駄だ！/覚悟しろよ！","","0x1577E"
"!p0000!e00ロベルト！　ゴメン！/ホント、ゴメンってば！","","0x157B8"
"!p0601!e00コラ！　待て！/!0！！","","0x157EE"
"!p0000!e00どうかしたの、ロベルト？","","0x15814"
"!p0600!e00いや、何……、/ちょっと、アイツらを見てたのさ。","","0x15837"
"!p0000!e00アイツらって？","","0x15871"
"!p0600!e00将馬と夏さ。","","0x1588A"
"!p0600!e00正直、アイツらを見てると/うらやましく思うことがあるよ。","","0x158A1"
"!p0000!e00ロベルト……","","0x158E3"
"!pffff!e00サッカー部の仲間がいるじゃない/私は興味ないな/私がいるじゃない","","0x158FB"
"!p0000!e00でも、ロベルトには、/サッカー部の仲間がいるじゃない。","","0x15945"
"!p0000!e00同じ目標を持って切磋琢磨できる/仲間がいるってだけでも、/素晴らしいことだと思うけどな……。","","0x15985"
"!p0600!e00そうだよな……。/俺にはサッカー部の仲間がいるよな。","","0x159EA"
"!p0601!e00よぉし、気合いを入れて練習だ！/……っていいたいとこだけど、/今日は、たこ焼を売らないとな。","","0x15A28"
"!p0000!e00フフフ……、/そうだね！","","0x15A8D"
"!p0601!e00じゃあな、!0！","","0x15AAF"
"!p0000!e00そう？/私はあんまりそういうの/興味ないな……。","","0x15AC9"
"!p0000!e00私は私。/人のことを気にしてる余裕なんて/ないもの。","","0x15B02"
"!p0603!e00そうか……。","","0x15B3F"
"!p0000!e00どうしたの？","","0x15B56"
"!p0603!e00いや、なんでもない……。/いいんだ、気にしないでくれ。/じゃ、じゃあな。","","0x15B6D"
"!p0000!e00（変なロベルト……）","","0x15BBE"
"!p0000!e00そうだね。/あの２人って、やっぱりお互いに、/相手のことを思ってるんだよね……。","","0x15BDE"
"!p0000!e00素直になれなくて、/いつもケンカばっかりしてるけど。","","0x15C37"
"!p0000!e00別に、うらやましがることなんてないよ。/ロベルトには、/わ、私がいるじゃない……。","","0x15C75"
"!p0602!e00!0……。","","0x15CD0"
"!p0000!e00や、やっぱり……、/私じゃダメかな……。","","0x15CE3"
"!p0602!e00いや、そんなことないよ！/そうだよな……、/俺には、!0がいるよな。","","0x15D15"
"!p0602!e00もっとも、/俺たちはもっとスマートな関係に/したいもんだけどな。","","0x15D60"
"!p0602!e00アイツらみたいなのは、/見てる方が、やきもきするからな。","","0x15DA9"
"!p0000!e00フフフ……。/そうだね。","","0x15DEB"
"!p0000!e00（私とロベルトの関係か……。/　ずっとこのまま、/　一緒にいられたらいいのに……）","","0x15E0D"
"!p0000!e00なぁに、ロベルト、/サッカーボールなんか持って。/こんなときまで、練習するつもりなの？","","0x15E6E"
"!p0600!e00いや、そうじゃないんだ。/片付け忘れてた/サッカーボールを見つけたんだ。","","0x15ECD"
"!p0600!e00部室にしまいに行こうかと思ったんだが、/ちょっと忙しくてな……。","","0x15F1E"
"!p0000!e00なんだ、そうだったの。/なら、私が部室に持っていっておくよ。","","0x15F68"
"!p0601!e00そうか？/すまないな。/じゃあ、お願いするよ。","","0x15FAE"
"!p0601!e00すまないな。/でも、助かったよ。/ナイスアシストってやつだな。","","0x15FE6"
"!p0600!e00よぉ、!0！/せっかくの学園祭なんだ、/一緒に見て回らないか？","","0x16034"
"!p0000!e00いいよ！/射的で勝負でもしてみる？","","0x16079"
"!p0601!e00望むところだ。/さぁ、行こうぜ！","","0x160A5"
"!p0601!e00おっと、そろそろ/店の様子を見に戻らないとな。/また後でな！","","0x160D0"
"!p0000!e00ねぇ、ロベルトのツープラトン技を/私にも教えてよ。","","0x1611C"
"!p0600!e00いいぜ。でも……/五輪高校サッカー部のレギュラー並みの/動きができないと、使いこなせないぜ？","","0x16158"
"!p0000!e00やってみせるよ！","","0x161BD"
"!p0601!e00その意気だ！/大丈夫、お前ならきっとできるさ。/早速、特訓といこうか！","","0x161D8"
"!p0000!e00ありがとう、ロベルト！","","0x16227"
"!p0603!e00まったく、誰の仕業だ？","","0x16249"
"!p0000!e00どうかしたの、ロベルト？","","0x1626A"
"!p0603!e00バレー部の部室前に/置かせてもらっていたサッカーボールに、/マジックで落書きされてしまったんだ。","","0x1628D"
"!p0603!e00出しっぱなしにしてた、/こっちも悪いけど、/これはあんまりだよな。","","0x162F6"
"!p0603!e00やれやれ、/明日、頑張ってキレイにしてみるか……。/じゃあな。","","0x16341"
"!p0000!e00（あのミミズの這ったような文字……、/　どっかで見たわね……。/　もしかして、あの人のサインでは……？）","","0x16388"
"!p0600!e00よぉっ、!0！/待ってたぜ！","","0x163FB"
"!p0000!e00ロベルト……。/どうかしたの？","","0x1641F"
"!p0600!e00いや、ちょっと話したいことがあってな。/どうだ、これからキャンプファイアーに/付き合ってくれないか？","","0x16447"
"!p0000!e00うん、いいよ……。","","0x164B4"
"!p0000!e00何……、/ロベルトの話って……？","","0x164D2"
"!p0600!e00実は……、/俺、２００２年を目標にした/強化選手に選ばれたんだ。","","0x164FC"
"!p0000!e00すごいじゃない、ロベルト！/ケガが治って、強化選手にもなって、/もう順風満帆って感じじゃない！","","0x16545"
"!p0600!e00ちょっと待ってくれ。/話はまだ続きがあるんだ。","","0x165AC"
"!p0600!e00でも、俺は辞退したんだ……。","","0x165E4"
"!p0000!e00ど、どうして！？/２００２年が目標だって、/あんなに頑張ってたじゃない！？","","0x1660B"
"!p0600!e00当然、強化選手に選ばれるつもりで、/フォワードを練習したさ。/他の誰にも負けないくらいね。","","0x1665E"
"!p0600!e00でも、俺は本当はフォワードで/世界に行きたかったんじゃない。/キーパーとして、世界に行きたかったんだ。","","0x166C1"
"!p0600!e00ケガのせいで、/キーパーができなくなって、/俺は、フォワードに転向したよな。","","0x16730"
"!p0600!e00サッカーができなくなるよりはと思って、/あの頃は、ワラにもすがる思いだったよ。","","0x16785"
"!p0600!e00でも、こうしてケガが治った今、/やっぱりキーパーとして、/俺は世界を目指したい。","","0x167DD"
"!p0600!e00俺も、もう２年生だ……。/キーパーとしてのブランクもある。/正直、手が届くかどうかはわからない。","","0x16836"
"!p0600!e00馬鹿な選択だったかもしれない……。/でも、俺はやっぱり、/キーパーなんだよ……。","","0x1689F"
"!p0000!e00ううん……。/私、馬鹿な選択だなんて思わない。","","0x168F8"
"!p0000!e00私の好きなロベルトは、/人一倍努力家で、/そして必ず成し遂げる人なんだもの！","","0x16930"
"!p0000!e00私、いつまでも応援するよ。/ロベルトがあきらめない限り、/いつまでも！","","0x16985"
"!p0602!e00……!0。/ありがとう……。","","0x169D4"
"!p0602!e00任せておけ！/お前がこうして、応援してくれるんだ。/これ以上、心強い味方はいない！","","0x169F8"
"!p0602!e00約束する！/必ず連れていってやる！/世界にな！","","0x16A53"
"!p0600!e00よぉ、!0。/待っていたぜ。","","0x16A8B"
"!p0000!e00ロベルト……。","","0x16AAF"
"!p0600!e00どうかしたのか？","","0x16AC8"
"!p0000!e00ううん……、成績がいまいち/パッとしなかっただけだよ……。","","0x16AE3"
"!p0600!e00そうか……。/まぁ、いいじゃないか。/また頑張ればいいだけのことさ。","","0x16B27"
"!p0000!e00うん……。","","0x16B74"
"!p0601!e00元気だせよ！/おっと、そういえばお前を、/キャンプファイアーに誘いに来たんだった。","","0x16B89"
"!p0601!e00どうだ？　一緒に行かないか？/泣いても笑っても、/コイツが学園祭最後のイベントだからな。","","0x16BE4"
"!p0601!e00楽しまないと、損ってもんだぜ！/さぁ、行こうぜ！","","0x16C45"
"!p0000!e00どうしたの、ロイ。/ステップの練習？","","0x16C80"
"!p0700!e00このあと、ダンスパーティがあるんだろ？/本場のダンスステップをみせてやるぜ！","","0x16CAE"
"!p0000!e00ダンスパーティって……/フォークダンスじゃなかったっけ？","","0x16D04"
"!p0702!e00フォークダンス？/オイオイ、キミらは高校生だろ？/高校生にもなってフォークダンスなのか？","","0x16D46"
"!p0703!e00う〜ん、やっぱりジャパニーズの/考えることは、ボクにはわからない！","","0x16DA7"
"!p0000!e00やぁ、ロイ！/ヒマそうだね。","","0x16DF4"
"!p0700!e00ああ、ボーマン達は/いろいろ出し物で/忙しいみたいだが……、","","0x16E1A"
"!p0701!e00ボクはもうここの生徒じゃないからね。/気楽なモノさ。/……少しうらやましい気もするけどな。","","0x16E5F"
"!p0000!e00ロイ〜。/お腹空いた〜。","","0x16EC3"
"!p0700!e00そうだな。/さっき、ゲド高のデカ丸いのが、/ナベ料理を売って歩いてたぞ。","","0x16EE5"
"!p0000!e00鍋料理？/ロイ、鍋料理とか知ってるんだ。","","0x16F36"
"!p0701!e00バカにするなよ。/こうみえてもいろいろ勉強してるんだぜ。/もうスシやテンプラも食べれるさ。","","0x16F68"
"!p0000!e00じゃ、納豆は？","","0x16FCB"
"!p0702!e00ナ、ナットウ！？/あれだけはカンベンしてくれないか。/まださすがにアレは……な。","","0x16FE4"
"!p0700!e00今日はいい天気だな。/こういうのを日本では、/『ジャパニーズ晴れ』っていうんだろ？","","0x1703E"
"!p0000!e00ああ、『日本晴れ』ね。/よく知ってるね、ロイ。","","0x17099"
"!p0701!e00ボクもジャパンのコトは勉強したからね。/で、『アメリカン晴れ』は、/どんな天気のコトをいうんだい？","","0x170D1"
